Time of Day	Event type	Apparition Type	Image/Video/Visual Evidence	Audio Evidence	state	State% of High School Diploma	State% of Bachelor's Degree	State% of Advanced Degree	Haunted Places Witness Count	Combined_Evidence	Witness_Count_Group	QUANTITY	TIME	FAC	ORG	LOC	EVENT
Unknown	Object and Environmental Manipulation	Unknown	True	False	Michigan	91.96	31.67	12.48	0	Visual Only	0	[]	[]	[]	[]	[]	[]
night	Unexplained Movements and Physical Manifestations	Several Ghosts	False	False	Michigan	91.96	31.67	12.48	1	None	1	[]	[]	[]	['Aquinas College']	[]	[]
Unknown	Ghostly Sightings	Female Ghost	True	False	Michigan	91.96	31.67	12.48	1	Visual Only	1	[]	['approximately 10:00 to 11:30', 'minutes']	['Norwich St']	[]	[]	[]
Unknown	Unexplained Movements and Physical Manifestations	Unknown	True	False	Michigan	91.96	31.67	12.48	1	Visual Only	1	[]	['very late hours']	['Pickett Hall']	[]	[]	[]
Unknown	Unexplained Movements and Physical Manifestations	Unknown	True	False	Michigan	91.96	31.67	12.48	1	Visual Only	1	[]	['very late hours']	['Pickett Hall']	[]	[]	[]
night	Object and Environmental Manipulation	Unknown	False	False	Michigan	91.96	31.67	12.48	1	None	1	[]	[]	[]	[]	[]	[]
Unknown		Male Ghost	True	True	Michigan	91.96	31.67	12.48	1	Both	1	[]	[]	['This Old Soldiers Home']	[]	[]	['Civil War']
Unknown		Unknown	False	True	Michigan	91.96	31.67	12.48	1	Audio Only	1	[]	[]	[]	[]	[]	[]
morning	Mysterious Occurrences	Unknown	True	True	Michigan	91.96	31.67	12.48	5	Both	2-5	[]	['early one morning']	['North House Lecture Hall']	[]	[]	[]
Unknown	Fire and Destruction	Several Ghosts	True	True	Michigan	91.96	31.67	12.48	1	Both	1	[]	[]	[]	[]	[]	[]
night	Ghostly Sightings	Female Ghost	True	False	Michigan	91.96	31.67	12.48	5	Visual Only	2-5	[]	[]	[]	[]	[]	[]
night	Unexplained Movements and Physical Manifestations	Several Ghosts	False	True	Michigan	91.96	31.67	12.48	21	Audio Only	10+	[]	[]	['the Thornapple Village Inn']	['Daily Grill/Village Inn']	[]	[]
night	Unexplained Movements and Physical Manifestations	Unknown	False	False	Michigan	91.96	31.67	12.48	1	None	1	[]	[]	[]	[]	[]	[]
night		Orb	False	False	Michigan	91.96	31.67	12.48	1	None	1	[]	[]	['Monroe Center Cemetery']	[]	[]	[]
Unknown	Unexplained Movements and Physical Manifestations	Unknown	True	False	Michigan	91.96	31.67	12.48	1	Visual Only	1	[]	['only hours']	[]	[]	[]	[]
night		Unknown	False	True	Michigan	91.96	31.67	12.48	1	Audio Only	1	[]	[]	[]	[]	[]	[]
morning	Sounds and Noises	Unknown	True	True	Michigan	91.96	31.67	12.48	0	Both	0	[]	['early in the mornings']	[]	[]	[]	[]
Unknown	Violent or Tragic Deaths	Child Ghost	False	True	Michigan	91.96	31.67	12.48	0	Audio Only	0	[]	[]	[]	[]	[]	[]
Unknown	Ghostly Sightings	Male Ghost	True	True	Michigan	91.96	31.67	12.48	0	Both	0	[]	[]	[]	[]	[]	[]
Unknown	Fire and Destruction	Female Ghost	False	False	Michigan	91.96	31.67	12.48	0	None	0	[]	[]	[]	[]	[]	[]
Unknown	Violent or Tragic Deaths	Unknown	True	False	Michigan	91.96	31.67	12.48	1	Visual Only	1	[]	[]	['west hall']	['the west hall']	[]	[]
night	Sounds and Noises	Unknown	True	True	Michigan	91.96	31.67	12.48	0	Both	0	['several miles']	['one night']	[]	[]	['Gross Isle']	[]
Unknown	Mysterious Occurrences	Several Ghosts	True	True	Michigan	91.96	31.67	12.48	0	Both	0	[]	[]	[]	['ford']	['Grosse Isle']	['the American Revolution']
night	Violent or Tragic Deaths	Unknown	True	True	Michigan	91.96	31.67	12.48	1	Both	1	[]	['night']	[]	[]	[]	[]
Unknown	Unexplained Movements and Physical Manifestations	Unknown	False	False	Michigan	91.96	31.67	12.48	1	None	1	[]	[]	[]	[]	['Lake St. Clair']	[]
morning		Unknown	True	True	Michigan	91.96	31.67	12.48	0	Both	0	[]	"[""2 o'clock in the morning""]"	[]	[]	[]	[]
night	Unexplained Movements and Physical Manifestations	Female Ghost	False	False	Michigan	91.96	31.67	12.48	0	None	0	[]	['the next morning', 'the night']	[]	[]	['Upper Penn']	[]
Unknown	Unexplained Movements and Physical Manifestations	Several Ghosts	False	False	Michigan	91.96	31.67	12.48	0	None	0	[]	[]	['Junction']	[]	['the Allegan Woods']	[]
night	Fire and Destruction	Unknown	False	True	Michigan	91.96	31.67	12.48	0	Audio Only	0	['70 degrees']	[]	[]	['Phi Kappa Tau House']	[]	[]
Unknown	Unexplained Movements and Physical Manifestations	Unknown	False	True	Michigan	91.96	31.67	12.48	0	Audio Only	0	[]	[]	[]	[]	[]	[]
Unknown	Ghostly Sightings	Unknown	True	False	Michigan	91.96	31.67	12.48	8	Visual Only	6-10	[]	[]	[]	[]	[]	[]
Unknown		Unknown	True	False	Michigan	91.96	31.67	12.48	1	Visual Only	1	[]	[]	[]	[]	[]	[]
night	Ghostly Sightings	Unknown	True	True	Michigan	91.96	31.67	12.48	1	Both	1	[]	[]	[]	[]	[]	[]
night	Violent or Tragic Deaths	Unknown	False	True	Michigan	91.96	31.67	12.48	0	Audio Only	0	[]	[]	['Harrison']	[]	[]	[]
night	Ghostly Sightings	Child Ghost	True	True	Michigan	91.96	31.67	12.48	1	Both	1	[]	['One night']	[]	[]	['Budd Lake']	[]
night		Unknown	False	True	Michigan	91.96	31.67	12.48	1	Audio Only	1	[]	[]	[]	[]	[]	[]
night	Mysterious Occurrences	Orb	False	False	Michigan	91.96	31.67	12.48	0	None	0	[]	['night']	[]	[]	[]	[]
Unknown	Violent or Tragic Deaths	Unknown	True	False	Michigan	91.96	31.67	12.48	6	Visual Only	6-10	[]	[]	[]	[]	[]	[]
night	Sounds and Noises	Unknown	True	True	Michigan	91.96	31.67	12.48	0	Both	0	[]	['midnight']	[]	[]	[]	[]
night	Ghostly Sightings	Child Ghost	True	True	Michigan	91.96	31.67	12.48	1	Both	1	[]	['nights']	[]	[]	[]	[]
night	Ghostly Sightings	Several Ghosts	True	False	Michigan	91.96	31.67	12.48	0	Visual Only	0	[]	[]	[]	[]	[]	[]
Unknown		Unknown	True	True	Michigan	91.96	31.67	12.48	0	Both	0	['5 feet']	[]	['Holt High School', 'Auditorium']	[]	[]	[]
Unknown	Murder	Several Ghosts	False	False	Michigan	91.96	31.67	12.48	0	None	0	[]	[]	[]	[]	[]	[]
night	Murder	Unknown	True	True	Michigan	91.96	31.67	12.48	5	Both	2-5	[]	"['any dark quiet night', ""around 10 o '""]"	[]	[]	[]	[]
Unknown	Unexplained Movements and Physical Manifestations	Female Ghost	True	False	Michigan	91.96	31.67	12.48	1	Visual Only	1	[]	[]	[]	['The Brass Lantern Restaurant', 'Walgreen’s', 'The Brass Inn']	[]	[]
Unknown	Violent or Tragic Deaths	Several Ghosts	True	True	Michigan	91.96	31.67	12.48	1	Both	1	[]	[]	[]	[]	[]	[]
night	Mysterious Occurrences	Unknown	False	True	Michigan	91.96	31.67	12.48	5	Audio Only	2-5	['Several miles']	[]	[]	[]	[]	[]
Unknown	Violent or Tragic Deaths	Unknown	False	False	Michigan	91.96	31.67	12.48	0	None	0	[]	[]	['Michigan Ave', 'Inkster Rd']	['Union Chapel']	[]	[]
night	Violent or Tragic Deaths	Unknown	False	True	Michigan	91.96	31.67	12.48	0	Audio Only	0	[]	['late at night']	[]	['the Interlochen Arts Camp', 'Academy', 'the Arts Camp', 'Interlochen']	[]	[]
Unknown	Sounds and Noises	Unknown	False	True	Michigan	91.96	31.67	12.48	0	Audio Only	0	[]	[]	['mill St.']	[]	[]	[]
night	Murder	Unknown	True	False	Michigan	91.96	31.67	12.48	0	Visual Only	0	[]	['3 A.M', 'between 2 and 3 A.M', 'night']	['Oak Hill Cemetery']	[]	[]	[]
night	Unexplained Movements and Physical Manifestations	Unknown	True	True	Michigan	91.96	31.67	12.48	0	Both	0	[]	[]	[]	[]	[]	[]
night	Murder	Unknown	True	True	Michigan	91.96	31.67	12.48	0	Both	0	[]	[]	[]	[]	[]	[]
night	Object and Environmental Manipulation	Unknown	False	False	Michigan	91.96	31.67	12.48	0	None	0	[]	[]	[]	[]	[]	[]
night	Murder	Unknown	True	False	Michigan	91.96	31.67	12.48	1	Visual Only	1	[]	[]	['crouch road']	[]	[]	[]
Unknown		Unknown	True	False	Michigan	91.96	31.67	12.48	1	Visual Only	1	[]	[]	[]	[]	[]	[]
Unknown		Unknown	False	False	Michigan	91.96	31.67	12.48	0	None	0	[]	[]	[]	[]	[]	[]
Unknown	Mysterious Occurrences	Unknown	False	True	Michigan	91.96	31.67	12.48	1	Audio Only	1	[]	[]	[]	[]	[]	[]
night	Object and Environmental Manipulation	Several Ghosts	True	False	Michigan	91.96	31.67	12.48	1	Visual Only	1	[]	[]	[]	[]	[]	[]
night	Violent or Tragic Deaths	Several Ghosts	True	False	Michigan	91.96	31.67	12.48	5	Visual Only	2-5	[]	[]	[]	[]	[]	[]
Unknown	Sounds and Noises	Unknown	False	True	Michigan	91.96	31.67	12.48	1	Audio Only	1	[]	[]	['Douglas Ave']	[]	['Alamo Hill']	[]
Unknown	Mysterious Occurrences	Several Ghosts	False	False	Michigan	91.96	31.67	12.48	1	None	1	[]	[]	['The local Jewish Cemetery', 'The Riverside Cemetery', 'Mt. Olivet Catholic Cemetery']	[]	[]	[]
Unknown	Ghostly Sightings	Female Ghost	True	True	Michigan	91.96	31.67	12.48	0	Both	0	[]	[]	[]	[]	[]	[]
Unknown	Violent or Tragic Deaths	Unknown	False	False	Michigan	91.96	31.67	12.48	0	None	0	[]	[]	[]	[]	[]	[]
night	Ghostly Sightings	Child Ghost	True	False	Michigan	91.96	31.67	12.48	1	Visual Only	1	[]	['late at night', 'night']	['Cannonsburg']	['Homes', 'Oakwood Cemetary']	['Grand River Valley', 'Brewer']	[]
night	Ghostly Sightings	Child Ghost	True	False	Michigan	91.96	31.67	12.48	0	Visual Only	0	[]	[]	[]	['Wolverine']	[]	[]
Unknown	Sounds and Noises	Orb	False	True	Michigan	91.96	31.67	12.48	0	Audio Only	0	[]	[]	[]	[]	[]	[]
Unknown	Sounds and Noises	Child Ghost	False	True	Michigan	91.96	31.67	12.48	1	Audio Only	1	[]	[]	[]	[]	[]	[]
night	Violent or Tragic Deaths	Unknown	False	True	Michigan	91.96	31.67	12.48	0	Audio Only	0	['80 degree']	['night']	[]	[]	[]	[]
night	Unexplained Movements and Physical Manifestations	Unknown	True	True	Michigan	91.96	31.67	12.48	12	Both	10+	[]	['midnight']	['Pine Mountain Road']	['K-Mart']	[]	[]
Unknown		Unknown	False	False	Michigan	91.96	31.67	12.48	0	None	0	[]	[]	[]	['U.P. Investigators']	[]	[]
Unknown		Unknown	True	True	Michigan	91.96	31.67	12.48	0	Both	0	[]	[]	[]	[]	[]	[]
evening	Unexplained Movements and Physical Manifestations	Child Ghost	True	True	Michigan	91.96	31.67	12.48	1	Both	1	[]	['one evening', 'that night']	['Monroe Road', 'Verna Drive', 'Lambert Estates']	['The Monroe County Paranormal Society']	['Lambert']	[]
night	Sounds and Noises	Unknown	True	True	Michigan	91.96	31.67	12.48	1	Both	1	[]	[]	[]	[]	['lake Nepessing']	[]
Unknown	Murder	Unknown	True	False	Michigan	91.96	31.67	12.48	0	Visual Only	0	[]	[]	[]	['House', 'Capitol']	[]	[]
Unknown		Unknown	False	False	Michigan	91.96	31.67	12.48	5	None	2-5	[]	[]	[]	[]	[]	[]
night	Unexplained Movements and Physical Manifestations	Orb	False	True	Michigan	91.96	31.67	12.48	1	Audio Only	1	[]	[]	[]	[]	[]	[]
night		Several Ghosts	False	False	Michigan	91.96	31.67	12.48	1	None	1	[]	['12 midnight']	['Farmington Grave yard']	[]	[]	[]
morning		Unknown	False	True	Michigan	91.96	31.67	12.48	1	Audio Only	1	[]	['late at night']	[]	[]	[]	[]
Unknown	Sounds and Noises	Several Ghosts	False	True	Michigan	91.96	31.67	12.48	3	Audio Only	2-5	[]	[]	[]	[]	[]	[]
night		Unknown	True	True	Michigan	91.96	31.67	12.48	1	Both	1	[]	['evening']	[]	[]	[]	[]
Unknown	Unexplained Movements and Physical Manifestations	Several Ghosts	True	True	Michigan	91.96	31.67	12.48	1	Both	1	[]	[]	[]	[]	[]	[]
night	Sounds and Noises	Several Ghosts	False	True	Michigan	91.96	31.67	12.48	5	Audio Only	2-5	[]	['night']	[]	[]	[]	[]
night	Murder	Unknown	False	True	Michigan	91.96	31.67	12.48	0	Audio Only	0	[]	[]	[]	[]	['Bailey']	[]
Unknown	Unexplained Movements and Physical Manifestations	Several Ghosts	False	True	Michigan	91.96	31.67	12.48	0	Audio Only	0	[]	[]	[]	[]	['angel lake', 'Angel Lake']	[]
Unknown	Violent or Tragic Deaths	Several Ghosts	False	True	Michigan	91.96	31.67	12.48	1	Audio Only	1	[]	['around 1 - 2 am']	[]	[]	[]	[]
night	Unexplained Movements and Physical Manifestations	Child Ghost	True	True	Michigan	91.96	31.67	12.48	1	Both	1	['24 mile']	['late at night']	[]	[]	[]	[]
Unknown	Object and Environmental Manipulation	Unknown	False	True	Michigan	91.96	31.67	12.48	0	Audio Only	0	[]	[]	[]	[]	[]	[]
Unknown	Unexplained Movements and Physical Manifestations	Unknown	True	True	Michigan	91.96	31.67	12.48	5	Both	2-5	[]	[]	['this Bed & Breakfast']	[]	[]	[]
Unknown	Unexplained Movements and Physical Manifestations	Male Ghost	True	True	Michigan	91.96	31.67	12.48	0	Both	0	[]	[]	[]	[]	[]	[]
morning	Ghostly Sightings	Several Ghosts	False	True	Michigan	91.96	31.67	12.48	0	Audio Only	0	[]	['mornings']	['the North Sally Port']	[]	[]	[]
Unknown		Unknown	True	False	Michigan	91.96	31.67	12.48	0	Visual Only	0	[]	[]	['the Grand Hotel']	[]	[]	[]
Unknown	Sounds and Noises	Unknown	True	True	Michigan	91.96	31.67	12.48	0	Both	0	[]	[]	['the Mackinac Bridge']	['Wikipedia']	[]	[]
Unknown	Unexplained Movements and Physical Manifestations	Male Ghost	False	False	Michigan	91.96	31.67	12.48	0	None	0	[]	[]	['Marquette']	[]	[]	[]
night	Ghostly Sightings	Several Ghosts	True	True	Michigan	91.96	31.67	12.48	1	Both	1	[]	['night']	['the Mission House']	[]	[]	[]
morning	Unexplained Movements and Physical Manifestations	Unknown	False	False	Michigan	91.96	31.67	12.48	1	None	1	[]	['the next morning']	"['Mission Point', ""Mission Point's""]"	[]	[]	[]
Unknown		Unknown	False	False	Michigan	91.96	31.67	12.48	0	None	0	[]	[]	[]	[]	[]	[]
Unknown		Unknown	True	True	Michigan	91.96	31.67	12.48	1	Both	1	[]	[]	[]	[]	[]	[]
Unknown	Unexplained Movements and Physical Manifestations	Unknown	False	False	Michigan	91.96	31.67	12.48	0	None	0	[]	[]	[]	[]	[]	[]
Unknown	Ghostly Sightings	Ghost	False	False	Michigan	91.96	31.67	12.48	0	None	0	[]	[]	[]	['Haunted Places']	[]	[]
Unknown	Ghostly Sightings	Male Ghost	True	False	Michigan	91.96	31.67	12.48	0	Visual Only	0	[]	[]	[]	[]	[]	[]
Unknown		Unknown	False	True	Michigan	91.96	31.67	12.48	0	Audio Only	0	[]	[]	['Lamphere High School']	[]	[]	[]
night	Unexplained Movements and Physical Manifestations	Unknown	True	True	Michigan	91.96	31.67	12.48	1	Both	1	[]	['5 seconds']	[]	[]	[]	[]
Unknown	Sounds and Noises	Unknown	False	True	Michigan	91.96	31.67	12.48	0	Audio Only	0	[]	[]	['Pink Palace']	[]	[]	[]
night	Unexplained Movements and Physical Manifestations	Male Ghost	False	True	Michigan	91.96	31.67	12.48	0	Audio Only	0	[]	[]	[]	[]	[]	[]
Unknown	Unexplained Movements and Physical Manifestations	Several Ghosts	False	True	Michigan	91.96	31.67	12.48	10	Audio Only	6-10	[]	[]	[]	[]	['Manitoulin Island', 'Drummond Island']	['the War of 1812']
night	Violent or Tragic Deaths	Unknown	True	True	Michigan	91.96	31.67	12.48	1	Both	1	[]	[]	[]	[]	[]	[]
night	Violent or Tragic Deaths	Unknown	False	True	Michigan	91.96	31.67	12.48	1	Audio Only	1	['5-gallon', 'about 15 inches', 'a few inches', '30 inches']	['2 hours', 'Minutes later', 'Seconds later', 'five minutes later', 'an hour', '5-10 minutes', 'night', 'morning', 'seconds', 'that same night', 'every 10-15 minutes', 'about 20 minutes later']	[]	[]	[]	[]
night	Violent or Tragic Deaths	Unknown	False	False	Michigan	91.96	31.67	12.48	0	None	0	[]	['One night', 'the night']	['the Anderson Cemetery']	[]	[]	[]
Unknown	Ghostly Sightings	Unknown	True	False	Michigan	91.96	31.67	12.48	0	Visual Only	0	[]	[]	[]	[]	[]	[]
night	Unexplained Movements and Physical Manifestations	Child Ghost	False	False	Michigan	91.96	31.67	12.48	1	None	1	[]	['late at night']	['fisher street']	[]	[]	[]
Unknown	Unexplained Movements and Physical Manifestations	Male Ghost	True	False	Michigan	91.96	31.67	12.48	0	Visual Only	0	[]	[]	[]	[]	[]	[]
night		Unknown	True	True	Michigan	91.96	31.67	12.48	8	Both	6-10	[]	[]	['John X. Jamrich Building']	['Northern Michigan University']	[]	[]
Unknown	Ghostly Sightings	Child Ghost	True	False	Michigan	91.96	31.67	12.48	0	Visual Only	0	[]	[]	['Halverson hall', 'Halverson Hall']	['Northern Michigan University']	[]	[]
night	Ghostly Sightings	Female Ghost	False	True	Michigan	91.96	31.67	12.48	1	Audio Only	1	[]	['all hours', 'midnight']	['Forest Roberts']	[]	[]	[]
Unknown	Violent or Tragic Deaths	Unknown	True	True	Michigan	91.96	31.67	12.48	1	Both	1	[]	[]	['The Forrest Roberts Theatre', 'Thomas Fine Arts Building']	[]	[]	[]
night	Unexplained Movements and Physical Manifestations	Unknown	True	True	Michigan	91.96	31.67	12.48	0	Both	0	[]	['several seconds', 'night']	['Thomas', 'Thomas Fine Arts Building', 'McClintoc']	['Forrest Roberts']	[]	[]
Unknown	Murder	Unknown	False	True	Michigan	91.96	31.67	12.48	1	Audio Only	1	[]	[]	[]	[]	[]	[]
night	Unexplained Movements and Physical Manifestations	Male Ghost	True	True	Michigan	91.96	31.67	12.48	1	Both	1	[]	['late at night']	['Front Street']	['Shamrock']	[]	[]
Unknown	Fire and Destruction	Unknown	False	False	Michigan	91.96	31.67	12.48	0	None	0	[]	[]	['Dexter trail+ Meridian']	[]	[]	[]
night	Violent or Tragic Deaths	Unknown	True	False	Michigan	91.96	31.67	12.48	2	Visual Only	2-5	[]	['exactly 12:00', 'Every night']	[]	[]	['the Hommochitto River']	[]
night	Ghostly Sightings	Several Ghosts	False	True	Michigan	91.96	31.67	12.48	1	Audio Only	1	[]	[]	['Van Dyke Rd.', 'M-19']	[]	[]	[]
night	Unexplained Movements and Physical Manifestations	Female Ghost	True	True	Michigan	91.96	31.67	12.48	1	Both	1	[]	['night']	[]	[]	[]	[]
Unknown	Murder	Unknown	True	True	Michigan	91.96	31.67	12.48	0	Both	0	[]	[]	[]	[]	[]	[]
night	Object and Environmental Manipulation	Unknown	False	True	Michigan	91.96	31.67	12.48	0	Audio Only	0	[]	[]	[]	[]	[]	[]
Unknown	Violent or Tragic Deaths	Unknown	True	False	Michigan	91.96	31.67	12.48	0	Visual Only	0	[]	[]	[]	[]	[]	[]
night	Sounds and Noises	Orb	False	True	Michigan	91.96	31.67	12.48	1	Audio Only	1	[]	['around 7:15', 'one night', 'night']	[]	[]	[]	[]
Unknown	Mysterious Occurrences	Unknown	False	True	Michigan	91.96	31.67	12.48	1	Audio Only	1	[]	['hours']	[]	[]	[]	[]
night	Sounds and Noises	Orb	False	True	Michigan	91.96	31.67	12.48	4	Audio Only	2-5	[]	['11-12midnight']	['the Midland Cemetery']	[]	[]	[]
night	Murder	Unknown	True	True	Michigan	91.96	31.67	12.48	1	Both	1	[]	[]	[]	[]	[]	[]
night	Object and Environmental Manipulation	Unknown	True	False	Michigan	91.96	31.67	12.48	1	Visual Only	1	[]	['one night', 'night']	['Wheeler Rd']	[]	[]	[]
night	Murder	Orb	True	True	Michigan	91.96	31.67	12.48	0	Both	0	[]	[]	[]	[]	[]	[]
Unknown	Violent or Tragic Deaths	Unknown	True	False	Michigan	91.96	31.67	12.48	0	Visual Only	0	[]	[]	[]	[]	[]	[]
Unknown	Violent or Tragic Deaths	Several Ghosts	True	True	Michigan	91.96	31.67	12.48	1	Both	1	[]	[]	['Milan Oakvill Rd']	[]	[]	[]
Unknown	Unexplained Movements and Physical Manifestations	Child Ghost	True	False	Michigan	91.96	31.67	12.48	0	Visual Only	0	[]	[]	[]	[]	[]	[]
Unknown		Unknown	False	True	Michigan	91.96	31.67	12.48	5	Audio Only	2-5	[]	[]	[]	[]	[]	[]
Unknown		Unknown	False	False	Michigan	91.96	31.67	12.48	0	None	0	[]	[]	[]	[]	[]	[]
Unknown		Unknown	True	True	Michigan	91.96	31.67	12.48	0	Both	0	[]	[]	[]	[]	[]	[]
Unknown	Mysterious Occurrences	Orb	True	False	Michigan	91.96	31.67	12.48	0	Visual Only	0	[]	[]	['Cemetery']	[]	[]	[]
Unknown	Mysterious Occurrences	Orb	False	True	Michigan	91.96	31.67	12.48	0	Audio Only	0	[]	[]	[]	[]	[]	[]
Unknown	Ghostly Sightings	Several Ghosts	True	False	Michigan	91.96	31.67	12.48	0	Visual Only	0	[]	[]	[]	[]	[]	[]
night	Unexplained Movements and Physical Manifestations	Several Ghosts	False	True	Michigan	91.96	31.67	12.48	11	Audio Only	10+	[]	['business hours', 'the night']	['This Junk Yard']	[]	[]	[]
night	Sounds and Noises	Unknown	True	True	Michigan	91.96	31.67	12.48	6	Both	6-10	[]	['the night']	['Beddow Hall']	[]	[]	[]
night	Unexplained Movements and Physical Manifestations	Child Ghost	False	True	Michigan	91.96	31.67	12.48	1	Audio Only	1	[]	['Another night', 'Each night', 'night']	['Carlin Alumni House']	[]	[]	[]
night		Unknown	False	True	Michigan	91.96	31.67	12.48	0	Audio Only	0	[]	[]	['Cobb Hall -']	[]	[]	[]
night		Unknown	False	False	Michigan	91.96	31.67	12.48	1	None	1	[]	['the middle of the night']	['Troutman Hall']	[]	[]	[]
night	Ghostly Sightings	Female Ghost	True	True	Michigan	91.96	31.67	12.48	5	Both	2-5	[]	[]	['Warriner Hall']	['CMU']	[]	[]
night	Ghostly Sightings	Several Ghosts	False	True	Michigan	91.96	31.67	12.48	1	Audio Only	1	[]	[]	[]	[]	[]	[]
night	Murder	Several Ghosts	False	True	Michigan	91.96	31.67	12.48	1	Audio Only	1	['just a few hundred feet']	['night']	[]	['State']	[]	[]
Unknown	Sounds and Noises	Several Ghosts	True	True	Michigan	91.96	31.67	12.48	0	Both	0	[]	[]	[]	[]	[]	[]
Unknown	Sounds and Noises	Unknown	False	True	Michigan	91.96	31.67	12.48	6	Audio Only	6-10	[]	[]	[]	['The Northshore Hospital']	[]	[]
Unknown	Ghostly Sightings	Unknown	True	True	Michigan	91.96	31.67	12.48	0	Both	0	[]	[]	[]	[]	[]	[]
night	Sounds and Noises	Several Ghosts	True	True	Michigan	91.96	31.67	12.48	0	Both	0	[]	['night']	[]	[]	[]	[]
Unknown	Violent or Tragic Deaths	Unknown	True	True	Michigan	91.96	31.67	12.48	0	Both	0	[]	"[""around 4:00 o'clock""]"	[]	[]	[]	[]
night	Object and Environmental Manipulation	Male Ghost	False	False	Michigan	91.96	31.67	12.48	1	None	1	[]	['night']	[]	[]	[]	[]
night	Murder	Child Ghost	True	True	Michigan	91.96	31.67	12.48	1	Both	1	[]	['night']	[]	['The Voice']	[]	[]
Unknown	Violent or Tragic Deaths	Unknown	True	False	Michigan	91.96	31.67	12.48	0	Visual Only	0	[]	[]	['Mi, Newberry cemetery']	[]	[]	[]
night	Sounds and Noises	Unknown	True	True	Michigan	91.96	31.67	12.48	1	Both	1	[]	['night']	[]	[]	[]	[]
night	Violent or Tragic Deaths	Several Ghosts	True	True	Michigan	91.96	31.67	12.48	1	Both	1	[]	['every night']	[]	[]	[]	[]
night	Violent or Tragic Deaths	Unknown	True	True	Michigan	91.96	31.67	12.48	1	Both	1	[]	['night']	['Morris Chapel']	[]	[]	[]
Unknown	Sounds and Noises	Unknown	False	True	Michigan	91.96	31.67	12.48	0	Audio Only	0	[]	['between 2 and 4a.m.']	[]	[]	[]	[]
night		Unknown	True	True	Michigan	91.96	31.67	12.48	6	Both	6-10	[]	['night']	[]	[]	[]	[]
night	Unexplained Movements and Physical Manifestations	Male Ghost	True	True	Michigan	91.96	31.67	12.48	6	Both	6-10	[]	[]	['The Dorsey House', 'Dorsey House']	[]	[]	[]
Unknown	Sounds and Noises	Several Ghosts	True	True	Michigan	91.96	31.67	12.48	6	Both	6-10	['5 mile']	[]	['Sheldon']	[]	[]	[]
Unknown	Violent or Tragic Deaths	Unknown	True	True	Michigan	91.96	31.67	12.48	1	Both	1	[]	[]	[]	[]	[]	[]
Unknown	Unexplained Movements and Physical Manifestations	Several Ghosts	False	True	Michigan	91.96	31.67	12.48	0	Audio Only	0	[]	[]	[]	[]	[]	[]
night	Unexplained Movements and Physical Manifestations	Female Ghost	True	True	Michigan	91.96	31.67	12.48	1	Both	1	['12-ft']	[]	['Novi road', 'Home Sweet Home']	[]	[]	[]
night	Mysterious Occurrences	Unknown	False	True	Michigan	91.96	31.67	12.48	0	Audio Only	0	[]	[]	[]	[]	[]	[]
Unknown	Mysterious Occurrences	Orb	False	False	Michigan	91.96	31.67	12.48	6	None	6-10	[]	[]	[]	[]	[]	[]
night	Ghostly Sightings	Orb	True	False	Michigan	91.96	31.67	12.48	6	Visual Only	6-10	[]	[]	['I-96', 'M-104', 'The Nunica Cemetery']	[]	['Spring Lake']	[]
