state	city	Alcohol Abuse Total Death of that State	State% of High School Diploma	State% of Bachelor's Degree	State% of Advanced Degree
North Dakota	Killdeer	347.0	93.62	31.74	9.38
North Dakota	Leroy	347.0	93.62	31.74	9.38
North Dakota	Mandan	347.0	93.62	31.74	9.38
North Dakota	Mandan	347.0	93.62	31.74	9.38
North Dakota	Mandan outskirts	347.0	93.62	31.74	9.38
North Dakota	Mandaree	347.0	93.62	31.74	9.38
North Dakota	Medora	347.0	93.62	31.74	9.38
North Dakota	Medora	347.0	93.62	31.74	9.38
North Dakota	Medora	347.0	93.62	31.74	9.38
North Dakota	New Town	347.0	93.62	31.74	9.38
North Dakota	New Town	347.0	93.62	31.74	9.38
North Dakota	Solen	347.0	93.62	31.74	9.38
North Dakota	Standing Rock	347.0	93.62	31.74	9.38
North Dakota	township	347.0	93.62	31.74	9.38
North Dakota	Valley City	347.0	93.62	31.74	9.38
North Dakota	West Fargo	347.0	93.62	31.74	9.38
North Dakota	West Fargo	347.0	93.62	31.74	9.38
North Dakota	Williston	347.0	93.62	31.74	9.38
North Dakota	Wishek	347.0	93.62	31.74	9.38
Wyoming	Albany	347.0	93.59	29.24	10.72
Wyoming	Albany	347.0	93.59	29.24	10.72
Wyoming	Albany	347.0	93.59	29.24	10.72
Wyoming	Albany	347.0	93.59	29.24	10.72
Wyoming	Arapahoe	347.0	93.59	29.24	10.72
Wyoming	Burns	347.0	93.59	29.24	10.72
Wyoming	Byron	347.0	93.59	29.24	10.72
Wyoming	Carbon	347.0	93.59	29.24	10.72
Wyoming	Casper	347.0	93.59	29.24	10.72
Wyoming	Casper	347.0	93.59	29.24	10.72
Wyoming	Casper	347.0	93.59	29.24	10.72
Wyoming	Cheyenne	347.0	93.59	29.24	10.72
Wyoming	Cheyenne	347.0	93.59	29.24	10.72
Wyoming	Cheyenne	347.0	93.59	29.24	10.72
Wyoming	Cheyenne	347.0	93.59	29.24	10.72
Wyoming	Cheyenne	347.0	93.59	29.24	10.72
Wyoming	Cheyenne	347.0	93.59	29.24	10.72
Wyoming	Cody	347.0	93.59	29.24	10.72
Wyoming	Cody	347.0	93.59	29.24	10.72
Wyoming	Cody	347.0	93.59	29.24	10.72
Wyoming	Encampment	347.0	93.59	29.24	10.72
Wyoming	Ethete	347.0	93.59	29.24	10.72
Wyoming	Ethete	347.0	93.59	29.24	10.72
Wyoming	Ethete	347.0	93.59	29.24	10.72
Wyoming	Evanston	347.0	93.59	29.24	10.72
Wyoming	Evanston	347.0	93.59	29.24	10.72
Wyoming	Fort Bridger	347.0	93.59	29.24	10.72
Wyoming	Fort Bridger	347.0	93.59	29.24	10.72
Wyoming	Fort Laramie	347.0	93.59	29.24	10.72
Wyoming	Gebo	347.0	93.59	29.24	10.72
Wyoming	Gillette	347.0	93.59	29.24	10.72
Wyoming	Green River	347.0	93.59	29.24	10.72
Wyoming	Kemmerer	347.0	93.59	29.24	10.72
Wyoming	Laramie	347.0	93.59	29.24	10.72
Wyoming	Laramie	347.0	93.59	29.24	10.72
Wyoming	Laramie	347.0	93.59	29.24	10.72
Wyoming	Laramie	347.0	93.59	29.24	10.72
Wyoming	Lovell	347.0	93.59	29.24	10.72
Wyoming	Lovell	347.0	93.59	29.24	10.72
Wyoming	Lovell	347.0	93.59	29.24	10.72
Wyoming	Lusk	347.0	93.59	29.24	10.72
Wyoming	Lusk	347.0	93.59	29.24	10.72
Wyoming	Medicine Bow	347.0	93.59	29.24	10.72
Wyoming	Morton	347.0	93.59	29.24	10.72
Wyoming	Park County	347.0	93.59	29.24	10.72
Wyoming	Powell	347.0	93.59	29.24	10.72
Wyoming	Powell	347.0	93.59	29.24	10.72
Wyoming	Powell / Cody	347.0	93.59	29.24	10.72
Wyoming	Rawlins	347.0	93.59	29.24	10.72
Wyoming	Rawlins	347.0	93.59	29.24	10.72
Wyoming	Rawlins	347.0	93.59	29.24	10.72
Wyoming	Rawlins	347.0	93.59	29.24	10.72
Wyoming	Riverton	347.0	93.59	29.24	10.72
Wyoming	Riverton	347.0	93.59	29.24	10.72
Wyoming	Riverton	347.0	93.59	29.24	10.72
Wyoming	Riverton	347.0	93.59	29.24	10.72
Wyoming	Riverton	347.0	93.59	29.24	10.72
Wyoming	Riverton	347.0	93.59	29.24	10.72
Wyoming	Rock Springs	347.0	93.59	29.24	10.72
Wyoming	Sheridan	347.0	93.59	29.24	10.72
Wyoming	Sheridan	347.0	93.59	29.24	10.72
Wyoming	Sheridan	347.0	93.59	29.24	10.72
Wyoming	Sheridan	347.0	93.59	29.24	10.72
Wyoming	St. Stephen's	347.0	93.59	29.24	10.72
Wyoming	Sweetwater	347.0	93.59	29.24	10.72
Wyoming	Thermopolis	347.0	93.59	29.24	10.72
Wyoming	Thermopolis	347.0	93.59	29.24	10.72
Wyoming	Thermopolis	347.0	93.59	29.24	10.72
Wyoming	Thermopolis	347.0	93.59	29.24	10.72
Wyoming	Thermopolis	347.0	93.59	29.24	10.72
Wyoming	Torrington	347.0	93.59	29.24	10.72
Wyoming	Upton	347.0	93.59	29.24	10.72
Wyoming	Wind River Indian Reservation	347.0	93.59	29.24	10.72
Wyoming	Wind River Indian Reservation	347.0	93.59	29.24	10.72
Wyoming	Wind River Indian Reservation	347.0	93.59	29.24	10.72
Wyoming	Yellowstone National Park	347.0	93.59	29.24	10.72
North Carolina	Aberdeen	4452.0	89.7	34.91	13.19
Kentucky	Alexandria	2206.0	87.99	26.98	11.11
North Carolina	Angier	4452.0	89.7	34.91	13.19
North Carolina	Arden	4452.0	89.7	34.91	13.19
North Carolina	Asheville	4452.0	89.7	34.91	13.19
North Carolina	Asheville	4452.0	89.7	34.91	13.19
North Carolina	Asheville	4452.0	89.7	34.91	13.19
North Carolina	Asheville	4452.0	89.7	34.91	13.19
North Carolina	Asheville	4452.0	89.7	34.91	13.19
North Carolina	Asheville	4452.0	89.7	34.91	13.19
North Carolina	Asheville	4452.0	89.7	34.91	13.19
North Carolina	Asheville	4452.0	89.7	34.91	13.19
North Carolina	Asheville	4452.0	89.7	34.91	13.19
North Carolina	Asheville	4452.0	89.7	34.91	13.19
North Carolina	Atlantic Beach	4452.0	89.7	34.91	13.19
North Carolina	Banner Elk	4452.0	89.7	34.91	13.19
North Carolina	Beaufort	4452.0	89.7	34.91	13.19
North Carolina	Belwood	4452.0	89.7	34.91	13.19
North Carolina	Bentonville	4452.0	89.7	34.91	13.19
North Carolina	Bessemmer City	4452.0	89.7	34.91	13.19
North Carolina	Blowing Rock	4452.0	89.7	34.91	13.19
North Carolina	Boone	4452.0	89.7	34.91	13.19
North Carolina	Boone	4452.0	89.7	34.91	13.19
North Carolina	Boone	4452.0	89.7	34.91	13.19
North Carolina	Brown Mountain	4452.0	89.7	34.91	13.19
North Carolina	Brunswick	4452.0	89.7	34.91	13.19
North Carolina	Brunswick County	4452.0	89.7	34.91	13.19
North Carolina	Burlington	4452.0	89.7	34.91	13.19
North Carolina	Cabarrus County	4452.0	89.7	34.91	13.19
North Carolina	Camp Lejeune Marine Base	4452.0	89.7	34.91	13.19
North Carolina	Caroleen	4452.0	89.7	34.91	13.19
North Carolina	Caroleen	4452.0	89.7	34.91	13.19
North Carolina	Caroleen	4452.0	89.7	34.91	13.19
North Carolina	Caswell County	4452.0	89.7	34.91	13.19
North Carolina	Chapanoke	4452.0	89.7	34.91	13.19
Kentucky	Annville	2206.0	87.99	26.98	11.11
Kentucky	Ashland	2206.0	87.99	26.98	11.11
Kentucky	Ashland	2206.0	87.99	26.98	11.11
Kentucky	Barbourville	2206.0	87.99	26.98	11.11
Kentucky	Barbourville	2206.0	87.99	26.98	11.11
Kentucky	Barbourville	2206.0	87.99	26.98	11.11
Kentucky	Bardstown	2206.0	87.99	26.98	11.11
Kentucky	Bardstown	2206.0	87.99	26.98	11.11
Kentucky	Bardstown	2206.0	87.99	26.98	11.11
Kentucky	Bardstown	2206.0	87.99	26.98	11.11
Kentucky	Bell County	2206.0	87.99	26.98	11.11
Kentucky	Bellefonte	2206.0	87.99	26.98	11.11
Kentucky	Benton	2206.0	87.99	26.98	11.11
Kentucky	Berea	2206.0	87.99	26.98	11.11
Kentucky	Berry	2206.0	87.99	26.98	11.11
Kentucky	Bloomfield	2206.0	87.99	26.98	11.11
Kentucky	Booneville	2206.0	87.99	26.98	11.11
Kentucky	Bowling Green	2206.0	87.99	26.98	11.11
Kentucky	Bowling Green	2206.0	87.99	26.98	11.11
Kentucky	Bowling Green	2206.0	87.99	26.98	11.11
Kentucky	Bowling Green	2206.0	87.99	26.98	11.11
Kentucky	Bowling Green	2206.0	87.99	26.98	11.11
Kentucky	Bowling Green	2206.0	87.99	26.98	11.11
Kentucky	Bowling Green	2206.0	87.99	26.98	11.11
Kentucky	Bowling Green	2206.0	87.99	26.98	11.11
Kentucky	Bowling Green	2206.0	87.99	26.98	11.11
Kentucky	Bowling Green	2206.0	87.99	26.98	11.11
Kentucky	Bowling Green	2206.0	87.99	26.98	11.11
Kentucky	Boyle	2206.0	87.99	26.98	11.11
Kentucky	Bradfordsville	2206.0	87.99	26.98	11.11
Kentucky	Bradfordsville	2206.0	87.99	26.98	11.11
North Carolina	Chapel Hill	4452.0	89.7	34.91	13.19
North Carolina	Charlotte	4452.0	89.7	34.91	13.19
North Carolina	Charlotte	4452.0	89.7	34.91	13.19
North Carolina	Charlotte	4452.0	89.7	34.91	13.19
North Carolina	Charlotte	4452.0	89.7	34.91	13.19
North Carolina	Charlotte	4452.0	89.7	34.91	13.19
North Carolina	Charlotte	4452.0	89.7	34.91	13.19
North Carolina	Charlotte	4452.0	89.7	34.91	13.19
North Carolina	Charlotte	4452.0	89.7	34.91	13.19
North Carolina	Chesterfield	4452.0	89.7	34.91	13.19
North Carolina	China Grove	4452.0	89.7	34.91	13.19
North Carolina	Clyde	4452.0	89.7	34.91	13.19
North Carolina	Columbia	4452.0	89.7	34.91	13.19
North Carolina	Concord	4452.0	89.7	34.91	13.19
North Carolina	Cullowhee	4452.0	89.7	34.91	13.19
North Carolina	Concord	4452.0	89.7	34.91	13.19
North Carolina	Concord	4452.0	89.7	34.91	13.19
North Carolina	Concord	4452.0	89.7	34.91	13.19
North Carolina	Concord	4452.0	89.7	34.91	13.19
North Carolina	Conetoe	4452.0	89.7	34.91	13.19
North Carolina	Creswell	4452.0	89.7	34.91	13.19
Kentucky	Bradfordsville	2206.0	87.99	26.98	11.11
Kentucky	Bradfordsville	2206.0	87.99	26.98	11.11
Kentucky	Bradfordsville	2206.0	87.99	26.98	11.11
Kentucky	Brandenburg	2206.0	87.99	26.98	11.11
Kentucky	Brandenburg	2206.0	87.99	26.98	11.11
Kentucky	Brandenburg	2206.0	87.99	26.98	11.11
Kentucky	Brandenburg	2206.0	87.99	26.98	11.11
Kentucky	Breathitt County	2206.0	87.99	26.98	11.11
Kentucky	Busy	2206.0	87.99	26.98	11.11
Kentucky	Calloway	2206.0	87.99	26.98	11.11
Kentucky	Campbellsville	2206.0	87.99	26.98	11.11
Kentucky	Campbellsville	2206.0	87.99	26.98	11.11
Kentucky	Campbellsville	2206.0	87.99	26.98	11.11
Kentucky	Campbellsville	2206.0	87.99	26.98	11.11
Kentucky	Cave City	2206.0	87.99	26.98	11.11
Kentucky	Clermont	2206.0	87.99	26.98	11.11
Kentucky	Clinton	2206.0	87.99	26.98	11.11
Kentucky	Closplint	2206.0	87.99	26.98	11.11
Kentucky	Columbia	2206.0	87.99	26.98	11.11
Kentucky	Combs	2206.0	87.99	26.98	11.11
Kentucky	Corbin	2206.0	87.99	26.98	11.11
Kentucky	Corbin	2206.0	87.99	26.98	11.11
Kentucky	Corbin	2206.0	87.99	26.98	11.11
Kentucky	Corbin	2206.0	87.99	26.98	11.11
Kentucky	Corbin	2206.0	87.99	26.98	11.11
Kentucky	Covington	2206.0	87.99	26.98	11.11
Kentucky	Crittenden	2206.0	87.99	26.98	11.11
Kentucky	Cumberland	2206.0	87.99	26.98	11.11
Kentucky	Cumberland	2206.0	87.99	26.98	11.11
Kentucky	Cumberland	2206.0	87.99	26.98	11.11
Kentucky	Cumbland Falls Saywer	2206.0	87.99	26.98	11.11
North Carolina	Cullowhee	4452.0	89.7	34.91	13.19
North Carolina	Cullowhee	4452.0	89.7	34.91	13.19
North Carolina	Danbury	4452.0	89.7	34.91	13.19
North Carolina	Davidson	4452.0	89.7	34.91	13.19
North Carolina	Denton	4452.0	89.7	34.91	13.19
North Carolina	Dillsboro	4452.0	89.7	34.91	13.19
North Carolina	Dunn	4452.0	89.7	34.91	13.19
North Carolina	Dunn	4452.0	89.7	34.91	13.19
North Carolina	Durham	4452.0	89.7	34.91	13.19
North Carolina	Early's Station	4452.0	89.7	34.91	13.19
North Carolina	Eden	4452.0	89.7	34.91	13.19
North Carolina	Elizabeth City	4452.0	89.7	34.91	13.19
North Carolina	Elon	4452.0	89.7	34.91	13.19
North Carolina	Ernul	4452.0	89.7	34.91	13.19
North Carolina	Fayetteville	4452.0	89.7	34.91	13.19
North Carolina	Fayetteville	4452.0	89.7	34.91	13.19
North Carolina	Fayetteville	4452.0	89.7	34.91	13.19
North Carolina	Fayetteville	4452.0	89.7	34.91	13.19
North Carolina	Fayetteville	4452.0	89.7	34.91	13.19
North Carolina	Fayetteville	4452.0	89.7	34.91	13.19
North Carolina	Findlay	4452.0	89.7	34.91	13.19
North Carolina	Franklin	4452.0	89.7	34.91	13.19
North Carolina	Garner	4452.0	89.7	34.91	13.19
North Carolina	Gastonia	4452.0	89.7	34.91	13.19
North Carolina	Gastonia	4452.0	89.7	34.91	13.19
North Carolina	Gastonia	4452.0	89.7	34.91	13.19
North Carolina	Gold Hill	4452.0	89.7	34.91	13.19
North Carolina	Greensboro	4452.0	89.7	34.91	13.19
North Carolina	Greensboro	4452.0	89.7	34.91	13.19
North Carolina	Granville	4452.0	89.7	34.91	13.19
Kentucky	Cynthiana	2206.0	87.99	26.98	11.11
Kentucky	Dawson Springs	2206.0	87.99	26.98	11.11
Kentucky	Dawson Springs	2206.0	87.99	26.98	11.11
Kentucky	Dawson Springs	2206.0	87.99	26.98	11.11
Kentucky	Dawson Springs	2206.0	87.99	26.98	11.11
Kentucky	Diamond	2206.0	87.99	26.98	11.11
Kentucky	Dunmor	2206.0	87.99	26.98	11.11
Kentucky	East Bernstadt	2206.0	87.99	26.98	11.11
Kentucky	Eddyville	2206.0	87.99	26.98	11.11
Kentucky	Eddyville	2206.0	87.99	26.98	11.11
Kentucky	Elsmere	2206.0	87.99	26.98	11.11
Kentucky	Elizabethtown	2206.0	87.99	26.98	11.11
Kentucky	Elizabethtown	2206.0	87.99	26.98	11.11
Kentucky	Eolia	2206.0	87.99	26.98	11.11
Kentucky	Erlanger	2206.0	87.99	26.98	11.11
Kentucky	Estill	2206.0	87.99	26.98	11.11
Kentucky	Evarts	2206.0	87.99	26.98	11.11
Kentucky	Evarts	2206.0	87.99	26.98	11.11
Kentucky	Evarts	2206.0	87.99	26.98	11.11
Kentucky	Evarts	2206.0	87.99	26.98	11.11
Kentucky	Evarts	2206.0	87.99	26.98	11.11
Kentucky	Feds Creek	2206.0	87.99	26.98	11.11
North Carolina	Grays Creek	4452.0	89.7	34.91	13.19
North Carolina	Havelock	4452.0	89.7	34.91	13.19
North Carolina	Havelock	4452.0	89.7	34.91	13.19
North Carolina	Havelock	4452.0	89.7	34.91	13.19
North Carolina	Havelock	4452.0	89.7	34.91	13.19
North Carolina	Hickory	4452.0	89.7	34.91	13.19
North Carolina	Hickory	4452.0	89.7	34.91	13.19
North Carolina	Hookerton	4452.0	89.7	34.91	13.19
North Carolina	Huntersville	4452.0	89.7	34.91	13.19
North Carolina	Jackson County	4452.0	89.7	34.91	13.19
North Carolina	Jacksonville	4452.0	89.7	34.91	13.19
North Carolina	Jacksonville	4452.0	89.7	34.91	13.19
North Carolina	Jacksonville	4452.0	89.7	34.91	13.19
North Carolina	Jacksonville	4452.0	89.7	34.91	13.19
North Carolina	Jamestown	4452.0	89.7	34.91	13.19
North Carolina	Kannapolis	4452.0	89.7	34.91	13.19
North Carolina	Kings Mountain	4452.0	89.7	34.91	13.19
North Carolina	Kings Mountain	4452.0	89.7	34.91	13.19
North Carolina	Kings Mountain	4452.0	89.7	34.91	13.19
North Carolina	Kinston	4452.0	89.7	34.91	13.19
North Carolina	Kure Beach	4452.0	89.7	34.91	13.19
North Carolina	Landis	4452.0	89.7	34.91	13.19
North Carolina	Landis	4452.0	89.7	34.91	13.19
North Carolina	Laurinburg	4452.0	89.7	34.91	13.19
North Carolina	Laurinburg	4452.0	89.7	34.91	13.19
North Carolina	Lenoir	4452.0	89.7	34.91	13.19
North Carolina	Lenoir	4452.0	89.7	34.91	13.19
North Carolina	Lenoir	4452.0	89.7	34.91	13.19
North Carolina	Lenoir	4452.0	89.7	34.91	13.19
Kentucky	Fisherville	2206.0	87.99	26.98	11.11
Kentucky	Flemingsburg	2206.0	87.99	26.98	11.11
Kentucky	Florence	2206.0	87.99	26.98	11.11
Kentucky	Florence	2206.0	87.99	26.98	11.11
Kentucky	Floyd	2206.0	87.99	26.98	11.11
Kentucky	Floyd	2206.0	87.99	26.98	11.11
Kentucky	Forkedmouth	2206.0	87.99	26.98	11.11
Kentucky	Fort Thomas	2206.0	87.99	26.98	11.11
Kentucky	Fort Thomas	2206.0	87.99	26.98	11.11
Kentucky	Foster	2206.0	87.99	26.98	11.11
Kentucky	Frankfort	2206.0	87.99	26.98	11.11
Kentucky	Frankfort	2206.0	87.99	26.98	11.11
Kentucky	Frankfort	2206.0	87.99	26.98	11.11
Kentucky	Franklin	2206.0	87.99	26.98	11.11
Kentucky	Frenchburg	2206.0	87.99	26.98	11.11
Kentucky	Frenchburg	2206.0	87.99	26.98	11.11
Kentucky	Glasgow	2206.0	87.99	26.98	11.11
Kentucky	Glasgow	2206.0	87.99	26.98	11.11
Kentucky	Glasgow	2206.0	87.99	26.98	11.11
Kentucky	Grayson	2206.0	87.99	26.98	11.11
Kentucky	Grayson	2206.0	87.99	26.98	11.11
Kentucky	Greensburg	2206.0	87.99	26.98	11.11
Kentucky	Greensburg	2206.0	87.99	26.98	11.11
Kentucky	Hardburly	2206.0	87.99	26.98	11.11
Kentucky	Hardburly	2206.0	87.99	26.98	11.11
Kentucky	Hardy	2206.0	87.99	26.98	11.11
Kentucky	Harlan	2206.0	87.99	26.98	11.11
Kentucky	Harlan	2206.0	87.99	26.98	11.11
Kentucky	Harlan	2206.0	87.99	26.98	11.11
Kentucky	Harlan	2206.0	87.99	26.98	11.11
Kentucky	Harlan	2206.0	87.99	26.98	11.11
Kentucky	Harlan	2206.0	87.99	26.98	11.11
North Carolina	Lillington	4452.0	89.7	34.91	13.19
North Carolina	Lincolnton	4452.0	89.7	34.91	13.19
North Carolina	Linville	4452.0	89.7	34.91	13.19
North Carolina	Louisburg	4452.0	89.7	34.91	13.19
North Carolina	Louisburg	4452.0	89.7	34.91	13.19
North Carolina	Louisburg	4452.0	89.7	34.91	13.19
North Carolina	Louisburg	4452.0	89.7	34.91	13.19
North Carolina	Lumberton	4452.0	89.7	34.91	13.19
North Carolina	Maiden	4452.0	89.7	34.91	13.19
North Carolina	Marion	4452.0	89.7	34.91	13.19
North Carolina	Martin County	4452.0	89.7	34.91	13.19
North Carolina	Middlesex	4452.0	89.7	34.91	13.19
North Carolina	Midland	4452.0	89.7	34.91	13.19
North Carolina	Monroe	4452.0	89.7	34.91	13.19
North Carolina	Mooresville	4452.0	89.7	34.91	13.19
North Carolina	Morganton	4452.0	89.7	34.91	13.19
North Carolina	Morganton	4452.0	89.7	34.91	13.19
North Carolina	Morganton	4452.0	89.7	34.91	13.19
North Carolina	Morganton	4452.0	89.7	34.91	13.19
North Carolina	Morganton	4452.0	89.7	34.91	13.19
North Carolina	Mount Airy	4452.0	89.7	34.91	13.19
North Carolina	Mount Pleasant	4452.0	89.7	34.91	13.19
Kentucky	Harlan	2206.0	87.99	26.98	11.11
Kentucky	Harlan County	2206.0	87.99	26.98	11.11
Kentucky	Harrodsburg	2206.0	87.99	26.98	11.11
Kentucky	Harrodsburg	2206.0	87.99	26.98	11.11
Kentucky	Harrodsburg	2206.0	87.99	26.98	11.11
Kentucky	Harrodsburg	2206.0	87.99	26.98	11.11
Kentucky	Hatfield	2206.0	87.99	26.98	11.11
Kentucky	Hebron	2206.0	87.99	26.98	11.11
Kentucky	Helton	2206.0	87.99	26.98	11.11
Kentucky	Hi Hat	2206.0	87.99	26.98	11.11
Kentucky	Hickman	2206.0	87.99	26.98	11.11
Kentucky	Highland Heights	2206.0	87.99	26.98	11.11
Kentucky	Hindman	2206.0	87.99	26.98	11.11
Kentucky	Hodgenville	2206.0	87.99	26.98	11.11
Kentucky	Hopkins County	2206.0	87.99	26.98	11.11
Kentucky	Hopkinsville	2206.0	87.99	26.98	11.11
Kentucky	Hopkinsville	2206.0	87.99	26.98	11.11
Kentucky	Honey Bee	2206.0	87.99	26.98	11.11
Kentucky	Hyden	2206.0	87.99	26.98	11.11
Kentucky	Hyden	2206.0	87.99	26.98	11.11
Kentucky	Independence	2206.0	87.99	26.98	11.11
Kentucky	Jackson	2206.0	87.99	26.98	11.11
Kentucky	Jackson	2206.0	87.99	26.98	11.11
Kentucky	Jackson	2206.0	87.99	26.98	11.11
Kentucky	Jackson	2206.0	87.99	26.98	11.11
Kentucky	Jackson	2206.0	87.99	26.98	11.11
Kentucky	Jackson	2206.0	87.99	26.98	11.11
Kentucky	Jackson	2206.0	87.99	26.98	11.11
North Carolina	Mount Pleasant	4452.0	89.7	34.91	13.19
North Carolina	Mount Pleasant	4452.0	89.7	34.91	13.19
North Carolina	Murfreesboro	4452.0	89.7	34.91	13.19
North Carolina	Murfreesboro	4452.0	89.7	34.91	13.19
North Carolina	Murfreesboro	4452.0	89.7	34.91	13.19
North Carolina	Murfreesboro	4452.0	89.7	34.91	13.19
North Carolina	New Bern	4452.0	89.7	34.91	13.19
North Carolina	Newton	4452.0	89.7	34.91	13.19
North Carolina	Oak Ridge	4452.0	89.7	34.91	13.19
North Carolina	Oak Ridge	4452.0	89.7	34.91	13.19
North Carolina	Ocean Isle Beach	4452.0	89.7	34.91	13.19
North Carolina	Ocracoke Island	4452.0	89.7	34.91	13.19
North Carolina	Outer Banks	4452.0	89.7	34.91	13.19
North Carolina	Outer Banks	4452.0	89.7	34.91	13.19
North Carolina	Pactolus close to Stokes	4452.0	89.7	34.91	13.19
North Carolina	Pasquotank County	4452.0	89.7	34.91	13.19
North Carolina	Pisgah	4452.0	89.7	34.91	13.19
North Carolina	Pisgah	4452.0	89.7	34.91	13.19
North Carolina	Pittsboro	4452.0	89.7	34.91	13.19
North Carolina	Pollocksville	4452.0	89.7	34.91	13.19
North Carolina	Raleigh	4452.0	89.7	34.91	13.19
North Carolina	Raleigh	4452.0	89.7	34.91	13.19
North Carolina	Raliegh	4452.0	89.7	34.91	13.19
North Carolina	Raleigh	4452.0	89.7	34.91	13.19
North Carolina	Raleigh	4452.0	89.7	34.91	13.19
North Carolina	Raleigh	4452.0	89.7	34.91	13.19
North Carolina	Reidsville	4452.0	89.7	34.91	13.19
North Carolina	Reidsville	4452.0	89.7	34.91	13.19
North Carolina	Robbinsville	4452.0	89.7	34.91	13.19
Kentucky	Jessamine	2206.0	87.99	26.98	11.11
Kentucky	Knott County	2206.0	87.99	26.98	11.11
Kentucky	Knox	2206.0	87.99	26.98	11.11
Kentucky	Lake Barkley	2206.0	87.99	26.98	11.11
Kentucky	Latonia	2206.0	87.99	26.98	11.11
Kentucky	Lawrence	2206.0	87.99	26.98	11.11
Kentucky	Lebanon	2206.0	87.99	26.98	11.11
Kentucky	Lebanon	2206.0	87.99	26.98	11.11
Kentucky	Lecher	2206.0	87.99	26.98	11.11
Kentucky	Leslie County	2206.0	87.99	26.98	11.11
Kentucky	Lewis County	2206.0	87.99	26.98	11.11
Kentucky	Lexington	2206.0	87.99	26.98	11.11
Kentucky	Lexington	2206.0	87.99	26.98	11.11
Kentucky	Lexington	2206.0	87.99	26.98	11.11
Kentucky	Lexington	2206.0	87.99	26.98	11.11
Kentucky	Lexington	2206.0	87.99	26.98	11.11
Kentucky	Lexington	2206.0	87.99	26.98	11.11
Kentucky	Lexington	2206.0	87.99	26.98	11.11
Kentucky	Lexington	2206.0	87.99	26.98	11.11
Kentucky	Lexington	2206.0	87.99	26.98	11.11
Kentucky	Lexington	2206.0	87.99	26.98	11.11
Kentucky	Liberty	2206.0	87.99	26.98	11.11
Kentucky	London	2206.0	87.99	26.98	11.11
Kentucky	London	2206.0	87.99	26.98	11.11
Kentucky	London	2206.0	87.99	26.98	11.11
Kentucky	Louisville	2206.0	87.99	26.98	11.11
Kentucky	Louisville	2206.0	87.99	26.98	11.11
North Carolina	Rockingham	4452.0	89.7	34.91	13.19
North Carolina	Roxboro	4452.0	89.7	34.91	13.19
North Carolina	Rural Hall	4452.0	89.7	34.91	13.19
North Carolina	Rutherfordton	4452.0	89.7	34.91	13.19
North Carolina	Rutherfordton	4452.0	89.7	34.91	13.19
North Carolina	Rutherfordton	4452.0	89.7	34.91	13.19
North Carolina	Sampson County	4452.0	89.7	34.91	13.19
North Carolina	Sanford	4452.0	89.7	34.91	13.19
North Carolina	Shoals	4452.0	89.7	34.91	13.19
North Carolina	Siler City	4452.0	89.7	34.91	13.19
North Carolina	Snow Hill	4452.0	89.7	34.91	13.19
North Carolina	South Mills	4452.0	89.7	34.91	13.19
North Carolina	Sparta	4452.0	89.7	34.91	13.19
North Carolina	St. Pauls	4452.0	89.7	34.91	13.19
North Carolina	Stanly County	4452.0	89.7	34.91	13.19
North Carolina	Statesville	4452.0	89.7	34.91	13.19
North Carolina	Statesville	4452.0	89.7	34.91	13.19
North Carolina	Stokes	4452.0	89.7	34.91	13.19
North Carolina	Swannanoa	4452.0	89.7	34.91	13.19
North Carolina	Sylva	4452.0	89.7	34.91	13.19
North Carolina	Tarboro	4452.0	89.7	34.91	13.19
North Carolina	Thurmond	4452.0	89.7	34.91	13.19
North Carolina	Troutman	4452.0	89.7	34.91	13.19
North Carolina	Union Cross	4452.0	89.7	34.91	13.19
North Carolina	Wadesboro	4452.0	89.7	34.91	13.19
North Carolina	Warensville	4452.0	89.7	34.91	13.19
North Carolina	Waynesville	4452.0	89.7	34.91	13.19
North Carolina	Wendell	4452.0	89.7	34.91	13.19
Kentucky	Louisville	2206.0	87.99	26.98	11.11
Kentucky	Louisville	2206.0	87.99	26.98	11.11
Kentucky	Louisville	2206.0	87.99	26.98	11.11
Kentucky	Louisville	2206.0	87.99	26.98	11.11
Kentucky	Louisville	2206.0	87.99	26.98	11.11
Kentucky	Louisville	2206.0	87.99	26.98	11.11
Kentucky	Louisville	2206.0	87.99	26.98	11.11
Kentucky	Louisville	2206.0	87.99	26.98	11.11
Kentucky	Louisville	2206.0	87.99	26.98	11.11
Kentucky	Louisville	2206.0	87.99	26.98	11.11
Kentucky	Louisville	2206.0	87.99	26.98	11.11
Kentucky	Louisville	2206.0	87.99	26.98	11.11
Kentucky	Louisville	2206.0	87.99	26.98	11.11
Kentucky	Louisville	2206.0	87.99	26.98	11.11
Kentucky	Louisville	2206.0	87.99	26.98	11.11
Kentucky	Louisville	2206.0	87.99	26.98	11.11
Kentucky	Louisville	2206.0	87.99	26.98	11.11
Kentucky	Louisville	2206.0	87.99	26.98	11.11
Kentucky	Louisville	2206.0	87.99	26.98	11.11
Kentucky	Louisville	2206.0	87.99	26.98	11.11
Kentucky	Louisville	2206.0	87.99	26.98	11.11
Kentucky	Louisville	2206.0	87.99	26.98	11.11
Kentucky	Louisville	2206.0	87.99	26.98	11.11
Kentucky	Williamsburg	2206.0	87.99	26.98	11.11
Kentucky	Lyon County	2206.0	87.99	26.98	11.11
Kentucky	Madisonville	2206.0	87.99	26.98	11.11
