state	city	Alcohol Abuse Total Death of that State	State% of High School Diploma	State% of Bachelor's Degree	State% of Advanced Degree
California	San Jose	15443.0	84.45	36.19	14.05
California	San Jose	15443.0	84.45	36.19	14.05
California	San Jose	15443.0	84.45	36.19	14.05
California	San Jose	15443.0	84.45	36.19	14.05
California	San Jose	15443.0	84.45	36.19	14.05
California	San Jose	15443.0	84.45	36.19	14.05
California	San Jose	15443.0	84.45	36.19	14.05
California	San Jose	15443.0	84.45	36.19	14.05
California	San Juan Capistrano	15443.0	84.45	36.19	14.05
California	San Juan Capistrano	15443.0	84.45	36.19	14.05
California	San Juan Capistrano	15443.0	84.45	36.19	14.05
California	San Lorenzo	15443.0	84.45	36.19	14.05
California	San Luis Obisbo	15443.0	84.45	36.19	14.05
California	San Luis Obispo	15443.0	84.45	36.19	14.05
Arkansas	Altus	1407.0	88.67	25.27	9.37
Arkansas	Arkadelphia	1407.0	88.67	25.27	9.37
Arkansas	Arkadelphia	1407.0	88.67	25.27	9.37
Arkansas	Bald Knob	1407.0	88.67	25.27	9.37
Arkansas	Batesville	1407.0	88.67	25.27	9.37
Arkansas	Batesville	1407.0	88.67	25.27	9.37
Arkansas	Beebe	1407.0	88.67	25.27	9.37
Arkansas	Benton	1407.0	88.67	25.27	9.37
Arkansas	Bentonville	1407.0	88.67	25.27	9.37
Arkansas	Bentonville	1407.0	88.67	25.27	9.37
Arkansas	Berryville	1407.0	88.67	25.27	9.37
Arkansas	Bigolow	1407.0	88.67	25.27	9.37
Arkansas	Bono	1407.0	88.67	25.27	9.37
Arkansas	Bradley	1407.0	88.67	25.27	9.37
Arkansas	Camden	1407.0	88.67	25.27	9.37
Arkansas	Camden	1407.0	88.67	25.27	9.37
Arkansas	Camden	1407.0	88.67	25.27	9.37
Arkansas	Cave City	1407.0	88.67	25.27	9.37
Arkansas	Charlette	1407.0	88.67	25.27	9.37
Arkansas	Clarksville	1407.0	88.67	25.27	9.37
Arkansas	Clarendon	1407.0	88.67	25.27	9.37
Arkansas	Coal Hill	1407.0	88.67	25.27	9.37
Arkansas	Conway	1407.0	88.67	25.27	9.37
Arkansas	Conway	1407.0	88.67	25.27	9.37
Arkansas	Conway	1407.0	88.67	25.27	9.37
Arkansas	Cotter	1407.0	88.67	25.27	9.37
Arkansas	Crossett	1407.0	88.67	25.27	9.37
Arkansas	Dardanelle	1407.0	88.67	25.27	9.37
Arkansas	DeQueen	1407.0	88.67	25.27	9.37
Arkansas	Dover	1407.0	88.67	25.27	9.37
Arkansas	Dyer	1407.0	88.67	25.27	9.37
Arkansas	Eagle River	1407.0	88.67	25.27	9.37
Arkansas	Eureka Springs	1407.0	88.67	25.27	9.37
Arkansas	Eureka Springs	1407.0	88.67	25.27	9.37
Arkansas	Evansville	1407.0	88.67	25.27	9.37
Arkansas	Fairbanks	1407.0	88.67	25.27	9.37
Arkansas	Fort Smith	1407.0	88.67	25.27	9.37
Arkansas	Grant County	1407.0	88.67	25.27	9.37
Arkansas	Grant County	1407.0	88.67	25.27	9.37
Arkansas	Grant County	1407.0	88.67	25.27	9.37
Arkansas	Gravel Ridge	1407.0	88.67	25.27	9.37
Arkansas	Gurdon	1407.0	88.67	25.27	9.37
Arkansas	Hampton	1407.0	88.67	25.27	9.37
Arkansas	Hickory Valley	1407.0	88.67	25.27	9.37
Arkansas	Horatio	1407.0	88.67	25.27	9.37
Arkansas	Hot Springs	1407.0	88.67	25.27	9.37
Arkansas	Hot Springs	1407.0	88.67	25.27	9.37
Arkansas	Hot Springs	1407.0	88.67	25.27	9.37
Arkansas	Jacksonville	1407.0	88.67	25.27	9.37
Arkansas	Jacksonville	1407.0	88.67	25.27	9.37
Arkansas	Jonesboro	1407.0	88.67	25.27	9.37
Arkansas	Jonesboro	1407.0	88.67	25.27	9.37
Arkansas	Jonesboro	1407.0	88.67	25.27	9.37
Arkansas	Jonesboro	1407.0	88.67	25.27	9.37
Oregon	Adair Village	2186.0	91.87	36.33	13.88
Arkansas	Jonesboro	1407.0	88.67	25.27	9.37
Arkansas	Jonesboro	1407.0	88.67	25.27	9.37
Arkansas	Judsonia	1407.0	88.67	25.27	9.37
Arkansas	Leola	1407.0	88.67	25.27	9.37
Arkansas	Little Rock	1407.0	88.67	25.27	9.37
Arkansas	Little Rock	1407.0	88.67	25.27	9.37
Arkansas	Little Rock	1407.0	88.67	25.27	9.37
Arkansas	Little Rock	1407.0	88.67	25.27	9.37
Arkansas	Little Rock	1407.0	88.67	25.27	9.37
Arkansas	Little Rock	1407.0	88.67	25.27	9.37
Arkansas	Little Rock	1407.0	88.67	25.27	9.37
Arkansas	Magnet Cove	1407.0	88.67	25.27	9.37
Arkansas	Magnolia	1407.0	88.67	25.27	9.37
Arkansas	Magnolia	1407.0	88.67	25.27	9.37
Arkansas	McCrory	1407.0	88.67	25.27	9.37
Arkansas	McCrory	1407.0	88.67	25.27	9.37
Arkansas	Melbourne	1407.0	88.67	25.27	9.37
Arkansas	Mena	1407.0	88.67	25.27	9.37
Arkansas	Mena/Potter	1407.0	88.67	25.27	9.37
Arkansas	Monett	1407.0	88.67	25.27	9.37
Arkansas	Mountain View	1407.0	88.67	25.27	9.37
Arkansas	Mountain View	1407.0	88.67	25.27	9.37
Arkansas	North Little Rock	1407.0	88.67	25.27	9.37
Arkansas	North Little Rock	1407.0	88.67	25.27	9.37
Arkansas	North Little Rock	1407.0	88.67	25.27	9.37
Arkansas	North Little Rock	1407.0	88.67	25.27	9.37
Arkansas	North Little Rock	1407.0	88.67	25.27	9.37
Arkansas	North Little Rock	1407.0	88.67	25.27	9.37
Arkansas	North of Cedarville	1407.0	88.67	25.27	9.37
Arkansas	Oxford	1407.0	88.67	25.27	9.37
Arkansas	Ozark	1407.0	88.67	25.27	9.37
Oregon	Albany	2186.0	91.87	36.33	13.88
Oregon	Albany	2186.0	91.87	36.33	13.88
Oregon	Ashland	2186.0	91.87	36.33	13.88
Oregon	Athena	2186.0	91.87	36.33	13.88
Oregon	Baker City	2186.0	91.87	36.33	13.88
Oregon	Bend	2186.0	91.87	36.33	13.88
Oregon	Bend	2186.0	91.87	36.33	13.88
Oregon	Bend	2186.0	91.87	36.33	13.88
Oregon	Bend	2186.0	91.87	36.33	13.88
Oregon	Beaverton	2186.0	91.87	36.33	13.88
Oregon	Beaverton	2186.0	91.87	36.33	13.88
Oregon	Beaverton	2186.0	91.87	36.33	13.88
Oregon	Bend	2186.0	91.87	36.33	13.88
Oregon	Burns	2186.0	91.87	36.33	13.88
Oregon	Canby	2186.0	91.87	36.33	13.88
Oregon	Cannon Beach	2186.0	91.87	36.33	13.88
Oregon	Cannon Beach	2186.0	91.87	36.33	13.88
Oregon	Cave Junction	2186.0	91.87	36.33	13.88
Oregon	Central Point	2186.0	91.87	36.33	13.88
Oregon	Clackamas	2186.0	91.87	36.33	13.88
Oregon	Corvallis	2186.0	91.87	36.33	13.88
Oregon	Corvallis	2186.0	91.87	36.33	13.88
Oregon	Corvallis	2186.0	91.87	36.33	13.88
Oregon	Cottage Grove	2186.0	91.87	36.33	13.88
Oregon	Cottage Grove	2186.0	91.87	36.33	13.88
Oregon	Culver	2186.0	91.87	36.33	13.88
Oregon	Dayton	2186.0	91.87	36.33	13.88
Arkansas	Paragould	1407.0	88.67	25.27	9.37
Arkansas	Paragould	1407.0	88.67	25.27	9.37
Arkansas	Paragould	1407.0	88.67	25.27	9.37
Arkansas	Pea Ridge	1407.0	88.67	25.27	9.37
Arkansas	Piggott	1407.0	88.67	25.27	9.37
Arkansas	Pine Bluff	1407.0	88.67	25.27	9.37
Arkansas	Prescott	1407.0	88.67	25.27	9.37
Arkansas	Rector	1407.0	88.67	25.27	9.37
Arkansas	Rogers	1407.0	88.67	25.27	9.37
Arkansas	Rogers	1407.0	88.67	25.27	9.37
Arkansas	Rush	1407.0	88.67	25.27	9.37
Arkansas	Russellville	1407.0	88.67	25.27	9.37
Arkansas	Russellville	1407.0	88.67	25.27	9.37
Arkansas	Russellville	1407.0	88.67	25.27	9.37
Arkansas	Saddle Community	1407.0	88.67	25.27	9.37
Arkansas	Sardis	1407.0	88.67	25.27	9.37
Arkansas	Scott	1407.0	88.67	25.27	9.37
Arkansas	Scott	1407.0	88.67	25.27	9.37
Arkansas	Searcy	1407.0	88.67	25.27	9.37
Arkansas	Sebastian	1407.0	88.67	25.27	9.37
Arkansas	Sheridan	1407.0	88.67	25.27	9.37
Arkansas	Springfield	1407.0	88.67	25.27	9.37
Arkansas	Tazlina	1407.0	88.67	25.27	9.37
Arkansas	Tuckerman	1407.0	88.67	25.27	9.37
Arkansas	Tuckerman	1407.0	88.67	25.27	9.37
Arkansas	Tyronza	1407.0	88.67	25.27	9.37
Arkansas	Van Buren	1407.0	88.67	25.27	9.37
Arkansas	Vilonia	1407.0	88.67	25.27	9.37
Oregon	Damascus	2186.0	91.87	36.33	13.88
Oregon	Elgin	2186.0	91.87	36.33	13.88
Oregon	Elgin	2186.0	91.87	36.33	13.88
Oregon	Enterprise	2186.0	91.87	36.33	13.88
Oregon	Eugene	2186.0	91.87	36.33	13.88
Oregon	Eugene	2186.0	91.87	36.33	13.88
Oregon	Eugene	2186.0	91.87	36.33	13.88
Oregon	Eugene	2186.0	91.87	36.33	13.88
Oregon	Eugene	2186.0	91.87	36.33	13.88
Oregon	Eugene	2186.0	91.87	36.33	13.88
Oregon	Eugene	2186.0	91.87	36.33	13.88
Oregon	Eugene	2186.0	91.87	36.33	13.88
Oregon	Eugene	2186.0	91.87	36.33	13.88
Oregon	Florence	2186.0	91.87	36.33	13.88
Oregon	Florence	2186.0	91.87	36.33	13.88
Oregon	Forest Grove	2186.0	91.87	36.33	13.88
Oregon	Forest Grove	2186.0	91.87	36.33	13.88
Oregon	Forest Grove	2186.0	91.87	36.33	13.88
Oregon	Forest Grove	2186.0	91.87	36.33	13.88
Oregon	Gales Creek	2186.0	91.87	36.33	13.88
Oregon	Gates	2186.0	91.87	36.33	13.88
Oregon	Gold Hill	2186.0	91.87	36.33	13.88
Oregon	Gold Hill	2186.0	91.87	36.33	13.88
Oregon	Gervais	2186.0	91.87	36.33	13.88
Oregon	Helix	2186.0	91.87	36.33	13.88
Oregon	Hermiston	2186.0	91.87	36.33	13.88
Oregon	Hermiston	2186.0	91.87	36.33	13.88
Oregon	Idanha	2186.0	91.87	36.33	13.88
Oregon	Jacksonville	2186.0	91.87	36.33	13.88
Oregon	Jacksonville	2186.0	91.87	36.33	13.88
Oregon	Jacksonville	2186.0	91.87	36.33	13.88
Oregon	Keizer	2186.0	91.87	36.33	13.88
Arkansas	Vilonia	1407.0	88.67	25.27	9.37
Arkansas	Ward	1407.0	88.67	25.27	9.37
Arkansas	Warren	1407.0	88.67	25.27	9.37
Arkansas	Washington	1407.0	88.67	25.27	9.37
Arkansas	Woodson	1407.0	88.67	25.27	9.37
Arkansas	Woodson	1407.0	88.67	25.27	9.37
Oregon	Klamath Falls	2186.0	91.87	36.33	13.88
Oregon	Klamath Falls	2186.0	91.87	36.33	13.88
Oregon	Klamath Falls	2186.0	91.87	36.33	13.88
Oregon	Klamath Falls	2186.0	91.87	36.33	13.88
Oregon	Klamath Falls	2186.0	91.87	36.33	13.88
Oregon	La Grande	2186.0	91.87	36.33	13.88
Oregon	La Grande	2186.0	91.87	36.33	13.88
Oregon	Lafayette	2186.0	91.87	36.33	13.88
Oregon	Mary Hurst	2186.0	91.87	36.33	13.88
Oregon	McMinnville	2186.0	91.87	36.33	13.88
Oregon	McMinnville	2186.0	91.87	36.33	13.88
Oregon	Medford	2186.0	91.87	36.33	13.88
Oregon	Molalla	2186.0	91.87	36.33	13.88
Oregon	Monmouth	2186.0	91.87	36.33	13.88
Oregon	Mount Angel	2186.0	91.87	36.33	13.88
Oregon	Mount Hood National Forest	2186.0	91.87	36.33	13.88
Oregon	Myrtle Point	2186.0	91.87	36.33	13.88
Oregon	Newberg	2186.0	91.87	36.33	13.88
Oregon	Newport	2186.0	91.87	36.33	13.88
Oregon	North Bend	2186.0	91.87	36.33	13.88
Oregon	Nyssa	2186.0	91.87	36.33	13.88
Oregon	Ontario	2186.0	91.87	36.33	13.88
Oregon	Oregon city	2186.0	91.87	36.33	13.88
Oregon	Pendleton	2186.0	91.87	36.33	13.88
Oregon	Pendleton	2186.0	91.87	36.33	13.88
Oregon	Pendleton	2186.0	91.87	36.33	13.88
Oregon	Pendleton	2186.0	91.87	36.33	13.88
Oregon	Pendleton	2186.0	91.87	36.33	13.88
Oregon	Pendleton	2186.0	91.87	36.33	13.88
Oregon	Pendleton	2186.0	91.87	36.33	13.88
Oregon	Portland	2186.0	91.87	36.33	13.88
Oregon	Portland	2186.0	91.87	36.33	13.88
Oregon	Portland	2186.0	91.87	36.33	13.88
Oregon	Portland	2186.0	91.87	36.33	13.88
Oregon	Portland	2186.0	91.87	36.33	13.88
Oregon	Portland	2186.0	91.87	36.33	13.88
Oregon	Portland	2186.0	91.87	36.33	13.88
Oregon	Portland	2186.0	91.87	36.33	13.88
Oregon	Portland	2186.0	91.87	36.33	13.88
Oregon	Portland	2186.0	91.87	36.33	13.88
Oregon	Portland	2186.0	91.87	36.33	13.88
Oregon	Portland	2186.0	91.87	36.33	13.88
Oregon	Portland	2186.0	91.87	36.33	13.88
Oregon	Portland	2186.0	91.87	36.33	13.88
Oregon	Portland	2186.0	91.87	36.33	13.88
Oregon	Portland	2186.0	91.87	36.33	13.88
Oregon	Portland	2186.0	91.87	36.33	13.88
Oregon	Portland	2186.0	91.87	36.33	13.88
Oregon	Portland	2186.0	91.87	36.33	13.88
California	In California Page 1	15443.0	84.45	36.19	14.05
Oregon	Portland	2186.0	91.87	36.33	13.88
Oregon	Portland	2186.0	91.87	36.33	13.88
Oregon	Portland	2186.0	91.87	36.33	13.88
Oregon	Portland	2186.0	91.87	36.33	13.88
Oregon	Portland	2186.0	91.87	36.33	13.88
Oregon	Redmond	2186.0	91.87	36.33	13.88
Oregon	Roseburg	2186.0	91.87	36.33	13.88
Oregon	Salem	2186.0	91.87	36.33	13.88
Oregon	Salem	2186.0	91.87	36.33	13.88
Oregon	Salem	2186.0	91.87	36.33	13.88
Oregon	Salem	2186.0	91.87	36.33	13.88
Oregon	Salem	2186.0	91.87	36.33	13.88
Oregon	Salem	2186.0	91.87	36.33	13.88
Oregon	Salem	2186.0	91.87	36.33	13.88
Oregon	Salem	2186.0	91.87	36.33	13.88
Oregon	Salem	2186.0	91.87	36.33	13.88
Oregon	Salem	2186.0	91.87	36.33	13.88
Oregon	Salem	2186.0	91.87	36.33	13.88
Oregon	Salem	2186.0	91.87	36.33	13.88
Oregon	Salem	2186.0	91.87	36.33	13.88
Oregon	Salem	2186.0	91.87	36.33	13.88
Oregon	Salem	2186.0	91.87	36.33	13.88
Oregon	Salem	2186.0	91.87	36.33	13.88
Oregon	Salem	2186.0	91.87	36.33	13.88
Oregon	Salem	2186.0	91.87	36.33	13.88
Oregon	Salem	2186.0	91.87	36.33	13.88
Oregon	Sheridan	2186.0	91.87	36.33	13.88
Oregon	Sheridan	2186.0	91.87	36.33	13.88
Oregon	Sherwood	2186.0	91.87	36.33	13.88
Oregon	St. Helens	2186.0	91.87	36.33	13.88
California	Adelaida	15443.0	84.45	36.19	14.05
California	Agoura	15443.0	84.45	36.19	14.05
California	Alameda	15443.0	84.45	36.19	14.05
California	Alameda	15443.0	84.45	36.19	14.05
California	Alameda	15443.0	84.45	36.19	14.05
California	Alameda	15443.0	84.45	36.19	14.05
California	Alhambra	15443.0	84.45	36.19	14.05
California	Alhambra	15443.0	84.45	36.19	14.05
California	Alhambra	15443.0	84.45	36.19	14.05
California	Alhambra	15443.0	84.45	36.19	14.05
California	Alhambra	15443.0	84.45	36.19	14.05
California	Alhambra	15443.0	84.45	36.19	14.05
California	Altadena	15443.0	84.45	36.19	14.05
California	Altadena	15443.0	84.45	36.19	14.05
California	Altadena	15443.0	84.45	36.19	14.05
California	Amboy	15443.0	84.45	36.19	14.05
California	Anaheim	15443.0	84.45	36.19	14.05
California	Anaheim	15443.0	84.45	36.19	14.05
California	Anaheim	15443.0	84.45	36.19	14.05
California	Anaheim	15443.0	84.45	36.19	14.05
California	Anaheim	15443.0	84.45	36.19	14.05
California	Anaheim	15443.0	84.45	36.19	14.05
California	Anaheim	15443.0	84.45	36.19	14.05
California	Anaheim Hills	15443.0	84.45	36.19	14.05
California	Antelope Acres	15443.0	84.45	36.19	14.05
California	Anderson	15443.0	84.45	36.19	14.05
California	Antioch	15443.0	84.45	36.19	14.05
California	Antioch	15443.0	84.45	36.19	14.05
California	Antioch	15443.0	84.45	36.19	14.05
California	Antioch	15443.0	84.45	36.19	14.05
California	Antioch	15443.0	84.45	36.19	14.05
California	Antioch	15443.0	84.45	36.19	14.05
Oregon	St. Helens	2186.0	91.87	36.33	13.88
Oregon	St. Helens	2186.0	91.87	36.33	13.88
Oregon	Tigard	2186.0	91.87	36.33	13.88
Oregon	Tigard	2186.0	91.87	36.33	13.88
Oregon	Tigard	2186.0	91.87	36.33	13.88
Oregon	Tigard	2186.0	91.87	36.33	13.88
Oregon	Troutdale	2186.0	91.87	36.33	13.88
Oregon	Troutdale	2186.0	91.87	36.33	13.88
Oregon	Umatilla	2186.0	91.87	36.33	13.88
Oregon	Union	2186.0	91.87	36.33	13.88
Oregon	Vale	2186.0	91.87	36.33	13.88
Oregon	Veneta	2186.0	91.87	36.33	13.88
Oregon	Warrenton	2186.0	91.87	36.33	13.88
Oregon	Wilsonville	2186.0	91.87	36.33	13.88
Oregon	Wolf Creek	2186.0	91.87	36.33	13.88
Oregon	Woodburn	2186.0	91.87	36.33	13.88
California	Antioch	15443.0	84.45	36.19	14.05
California	Antioch	15443.0	84.45	36.19	14.05
California	Antioch	15443.0	84.45	36.19	14.05
California	Apple Valley	15443.0	84.45	36.19	14.05
California	Apple Valley	15443.0	84.45	36.19	14.05
California	Arcadia	15443.0	84.45	36.19	14.05
California	Arcadia	15443.0	84.45	36.19	14.05
California	Arcadia	15443.0	84.45	36.19	14.05
California	Arcadia	15443.0	84.45	36.19	14.05
California	Arcadia	15443.0	84.45	36.19	14.05
California	Arcadia	15443.0	84.45	36.19	14.05
California	Arcadia	15443.0	84.45	36.19	14.05
California	Arcadia	15443.0	84.45	36.19	14.05
California	Arcata	15443.0	84.45	36.19	14.05
California	Armagosa	15443.0	84.45	36.19	14.05
California	Arroyo Garnde	15443.0	84.45	36.19	14.05
California	Arroyo Grande	15443.0	84.45	36.19	14.05
California	Artesia	15443.0	84.45	36.19	14.05
California	Atwater	15443.0	84.45	36.19	14.05
California	Azusa	15443.0	84.45	36.19	14.05
California	Baja	15443.0	84.45	36.19	14.05
California	Bakersfield	15443.0	84.45	36.19	14.05
California	Bakersfield	15443.0	84.45	36.19	14.05
California	Bakersfield	15443.0	84.45	36.19	14.05
California	Bakersfield	15443.0	84.45	36.19	14.05
California	Bakersfield	15443.0	84.45	36.19	14.05
California	Bakersfield	15443.0	84.45	36.19	14.05
California	Bakersfield	15443.0	84.45	36.19	14.05
California	Bakersfield	15443.0	84.45	36.19	14.05
California	Bakersfield	15443.0	84.45	36.19	14.05
California	Bakersfield	15443.0	84.45	36.19	14.05
California	Bakersfield	15443.0	84.45	36.19	14.05
California	Bakersfield	15443.0	84.45	36.19	14.05
California	Bakersfield	15443.0	84.45	36.19	14.05
California	Bakersfield	15443.0	84.45	36.19	14.05
California	Bakersfield	15443.0	84.45	36.19	14.05
California	Baldwin Park	15443.0	84.45	36.19	14.05
California	Banning	15443.0	84.45	36.19	14.05
California	Banta (Tracy)	15443.0	84.45	36.19	14.05
California	Bay Point	15443.0	84.45	36.19	14.05
California	Beaumont	15443.0	84.45	36.19	14.05
California	Bell Gardens	15443.0	84.45	36.19	14.05
California	Bell Gardens	15443.0	84.45	36.19	14.05
California	Bell Gardens	15443.0	84.45	36.19	14.05
California	Bell Gardens	15443.0	84.45	36.19	14.05
California	Bellflower	15443.0	84.45	36.19	14.05
California	Bellflower	15443.0	84.45	36.19	14.05
California	Bellflower	15443.0	84.45	36.19	14.05
California	Bellflower	15443.0	84.45	36.19	14.05
California	Belmont	15443.0	84.45	36.19	14.05
California	Benicia	15443.0	84.45	36.19	14.05
California	Benicia	15443.0	84.45	36.19	14.05
California	Benicia	15443.0	84.45	36.19	14.05
California	Berkeley	15443.0	84.45	36.19	14.05
California	Beverly Hills	15443.0	84.45	36.19	14.05
California	Beverly Hills	15443.0	84.45	36.19	14.05
California	Beverly Hills	15443.0	84.45	36.19	14.05
California	Bloomington	15443.0	84.45	36.19	14.05
California	Bodie	15443.0	84.45	36.19	14.05
California	Bodega Bay	15443.0	84.45	36.19	14.05
California	Boulder Creek	15443.0	84.45	36.19	14.05
California	Boyle Heights	15443.0	84.45	36.19	14.05
California	Brea	15443.0	84.45	36.19	14.05
California	Brea	15443.0	84.45	36.19	14.05
California	Brea Canyon Road	15443.0	84.45	36.19	14.05
California	Brentwood	15443.0	84.45	36.19	14.05
California	Brentwood	15443.0	84.45	36.19	14.05
California	Brookdale	15443.0	84.45	36.19	14.05
California	Buena Park	15443.0	84.45	36.19	14.05
California	Buena Park	15443.0	84.45	36.19	14.05
California	Burbank	15443.0	84.45	36.19	14.05
California	Burney	15443.0	84.45	36.19	14.05
California	Byron	15443.0	84.45	36.19	14.05
California	Cabazon	15443.0	84.45	36.19	14.05
California	Calabasas	15443.0	84.45	36.19	14.05
California	Calavares County	15443.0	84.45	36.19	14.05
California	Calico	15443.0	84.45	36.19	14.05
California	Calico	15443.0	84.45	36.19	14.05
California	Calexico	15443.0	84.45	36.19	14.05
California	Calexico	15443.0	84.45	36.19	14.05
California	Camarillo	15443.0	84.45	36.19	14.05
California	Camarillo	15443.0	84.45	36.19	14.05
California	Cameron Park	15443.0	84.45	36.19	14.05
California	Camp Pendleton	15443.0	84.45	36.19	14.05
California	Campbell	15443.0	84.45	36.19	14.05
California	Canoga Park	15443.0	84.45	36.19	14.05
California	Canoga Park	15443.0	84.45	36.19	14.05
California	Canoga Park	15443.0	84.45	36.19	14.05
California	Canyon Lake	15443.0	84.45	36.19	14.05
California	Capitola	15443.0	84.45	36.19	14.05
California	Capitola	15443.0	84.45	36.19	14.05
California	Carmel	15443.0	84.45	36.19	14.05
California	Carlsbad	15443.0	84.45	36.19	14.05
California	Carson	15443.0	84.45	36.19	14.05
California	Carson	15443.0	84.45	36.19	14.05
California	Carson	15443.0	84.45	36.19	14.05
California	Carson	15443.0	84.45	36.19	14.05
California	Castro Valley	15443.0	84.45	36.19	14.05
California	Castro Valley	15443.0	84.45	36.19	14.05
California	Catalina Island	15443.0	84.45	36.19	14.05
California	Cerro Gordo	15443.0	84.45	36.19	14.05
California	Cerro Gordo	15443.0	84.45	36.19	14.05
California	Cerritos	15443.0	84.45	36.19	14.05
California	Cherokee	15443.0	84.45	36.19	14.05
California	Chico	15443.0	84.45	36.19	14.05
California	Chino	15443.0	84.45	36.19	14.05
California	Chowchilla	15443.0	84.45	36.19	14.05
California	Chowchilla	15443.0	84.45	36.19	14.05
California	Chowchilla	15443.0	84.45	36.19	14.05
California	Chowchilla	15443.0	84.45	36.19	14.05
California	Chualar	15443.0	84.45	36.19	14.05
California	Chula Vista	15443.0	84.45	36.19	14.05
California	City of Industry	15443.0	84.45	36.19	14.05
California	Claremont	15443.0	84.45	36.19	14.05
California	Claremont	15443.0	84.45	36.19	14.05
California	Claremont	15443.0	84.45	36.19	14.05
California	Claremont	15443.0	84.45	36.19	14.05
California	Claremont	15443.0	84.45	36.19	14.05
California	Clayton	15443.0	84.45	36.19	14.05
California	Clayton	15443.0	84.45	36.19	14.05
California	Clayton	15443.0	84.45	36.19	14.05
California	Clayton	15443.0	84.45	36.19	14.05
California	Clayton	15443.0	84.45	36.19	14.05
California	Clear Lake	15443.0	84.45	36.19	14.05
California	Clovis	15443.0	84.45	36.19	14.05
California	Coachella Valley	15443.0	84.45	36.19	14.05
California	Coloma	15443.0	84.45	36.19	14.05
California	Coloma	15443.0	84.45	36.19	14.05
California	Coloma	15443.0	84.45	36.19	14.05
California	Coloma	15443.0	84.45	36.19	14.05
California	Coloma	15443.0	84.45	36.19	14.05
California	Coloma	15443.0	84.45	36.19	14.05
California	Coloma	15443.0	84.45	36.19	14.05
California	Colton	15443.0	84.45	36.19	14.05
California	Colton	15443.0	84.45	36.19	14.05
California	Columbia	15443.0	84.45	36.19	14.05
California	Commerce	15443.0	84.45	36.19	14.05
California	Concord	15443.0	84.45	36.19	14.05
California	Concord	15443.0	84.45	36.19	14.05
California	Concord	15443.0	84.45	36.19	14.05
California	Corona	15443.0	84.45	36.19	14.05
California	Corona	15443.0	84.45	36.19	14.05
California	Corona	15443.0	84.45	36.19	14.05
California	Corona	15443.0	84.45	36.19	14.05
California	Coronado	15443.0	84.45	36.19	14.05
California	Costa Mesa	15443.0	84.45	36.19	14.05
California	Costa Mesa	15443.0	84.45	36.19	14.05
California	Covina	15443.0	84.45	36.19	14.05
California	Covina	15443.0	84.45	36.19	14.05
California	Crescent City	15443.0	84.45	36.19	14.05
California	Crockett	15443.0	84.45	36.19	14.05
California	Cypress	15443.0	84.45	36.19	14.05
California	Cypress	15443.0	84.45	36.19	14.05
California	Daly City	15443.0	84.45	36.19	14.05
California	Davis	15443.0	84.45	36.19	14.05
California	Death Valley Junction	15443.0	84.45	36.19	14.05
California	Del Rey	15443.0	84.45	36.19	14.05
California	Delano	15443.0	84.45	36.19	14.05
California	Devoure	15443.0	84.45	36.19	14.05
California	Devour	15443.0	84.45	36.19	14.05
California	Diamond Bar	15443.0	84.45	36.19	14.05
California	Dinuba	15443.0	84.45	36.19	14.05
California	Dinuba	15443.0	84.45	36.19	14.05
California	Disneyland	15443.0	84.45	36.19	14.05
California	Disneyland	15443.0	84.45	36.19	14.05
California	Disneyland	15443.0	84.45	36.19	14.05
California	Disneyland	15443.0	84.45	36.19	14.05
California	Disneyland	15443.0	84.45	36.19	14.05
California	Disneyland	15443.0	84.45	36.19	14.05
California	Disneyland	15443.0	84.45	36.19	14.05
California	Disneyland	15443.0	84.45	36.19	14.05
California	Disneyland	15443.0	84.45	36.19	14.05
California	Disneyland	15443.0	84.45	36.19	14.05
California	Disneyland	15443.0	84.45	36.19	14.05
California	Disneyland	15443.0	84.45	36.19	14.05
California	Dorrington	15443.0	84.45	36.19	14.05
California	Downey	15443.0	84.45	36.19	14.05
California	Downey	15443.0	84.45	36.19	14.05
California	Downey	15443.0	84.45	36.19	14.05
California	Downieville	15443.0	84.45	36.19	14.05
California	Duarte	15443.0	84.45	36.19	14.05
California	Dublin	15443.0	84.45	36.19	14.05
California	Dublin	15443.0	84.45	36.19	14.05
California	Dunlap	15443.0	84.45	36.19	14.05
California	Echo Park	15443.0	84.45	36.19	14.05
California	East Highland	15443.0	84.45	36.19	14.05
California	East Los Angeles	15443.0	84.45	36.19	14.05
California	East Los Angeles	15443.0	84.45	36.19	14.05
California	East Los Angeles	15443.0	84.45	36.19	14.05
California	East Los Angeles	15443.0	84.45	36.19	14.05
California	East Los Angeles	15443.0	84.45	36.19	14.05
California	East Los Angeles	15443.0	84.45	36.19	14.05
California	East Los Angeles	15443.0	84.45	36.19	14.05
California	East San Jose	15443.0	84.45	36.19	14.05
California	Eastlake	15443.0	84.45	36.19	14.05
California	Edwards Air Force Base	15443.0	84.45	36.19	14.05
California	El Cajon	15443.0	84.45	36.19	14.05
California	El Centro	15443.0	84.45	36.19	14.05
California	El Centro	15443.0	84.45	36.19	14.05
California	El Centro	15443.0	84.45	36.19	14.05
California	El Centro	15443.0	84.45	36.19	14.05
California	El Centro	15443.0	84.45	36.19	14.05
California	El Centro	15443.0	84.45	36.19	14.05
California	El Dorado	15443.0	84.45	36.19	14.05
California	El Monte	15443.0	84.45	36.19	14.05
